Phase,Day,UTC,posix[s],t[s],s[NM],h[ft],TAS[kt],mass[kg],FPA_a[º],THR[%],SB[%],nz[g],hp[ft],VS[ft/min],CAS[kt],mach[-],GS[kt],FPA_g[º],FlightID,reserved,Temp[ºC],Press[hPa],Wn[kt],We[kt],Ws[kt],Wx[kt],reserved,reserved,reserved,Lat[º],Lon[º],x[NM],y[NM],WP_prev,WP_next,Flight_Block,reserved,reserved,phi[º],heading[º],track[º],Radius[NM],reserved,reserved,reserved,gear,config,rating,packs,anti-ice,reserved,reserved,reserved,Drag[daN],CD[-],CL[-],Thrust[daN],FF[kg/h],FOB[kg],N1[%],N2[%],Tidle[daN],Tmax[daN],N1_idle[%],N1_max[%],reserved,reserved,reserved,sdot[kt],vdot[kt/s],mdot[kg/s],hdot[ft/min],hpdot[ft/min],vcasdot[kt/s],reserved,reserved,reserved,
"CLB_BELOW-FL100",2016-07-28,04:10:42,  1469679042,    155.33,  -935.83,   6259.7,  279.8,   64607.3,   6.78,  100.610,    0.000,  0.993,   5873.1,  3164.56,  250.0, 0.419401,  273.4,   6.89,EXAMPLE,,   19.99,  815.89,   0.5,  -5.1,  -4.4,   2.7,,,,  40.414857,  -3.419287,    250.77,   2415.71,"LEMD-14L","!BRA124-22",climb,,,   0.00,  126.5,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3363.07,  0.02731,  0.5108,   11636.8, 6501.2,   5314.3,  0.0,  0.0,    -202.9,   11565.0,  0.0,  0.0,,,,   273.44,  0.23726,    -1.81,  3347.67,  3164.56, -0.00471,,,,
"CLB_BELOW-FL100",2016-07-28,04:10:47,  1469679047,    160.33,  -935.45,   6535.4,  281.0,   64598.4,   6.72,  100.616,    0.000,  0.993,   6134.2,  3156.12,  250.0, 0.421366,  275.4,   6.80,EXAMPLE,,   19.72,  807.90,  -0.2,  -4.7,  -3.7,   3.0,,,,  40.411018,  -3.412658,    251.07,   2415.47,"LEMD-14L","!BRA124-22",climb,,,   0.00,  126.4,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3362.87,  0.02732,  0.5111,   11565.0, 6467.6,   5305.4,  0.0,  0.0,    -202.4,   11492.9,  0.0,  0.0,,,,   275.39,  0.23883,    -1.80,  3327.81,  3156.12,  0.00075,,,,
"CLB_BELOW-FL100",2016-07-28,04:10:52,  1469679052,    165.33,  -935.06,   6810.4,  282.1,   64589.4,   6.66,  100.619,    0.000,  0.993,   6394.8,  3135.70,  249.9, 0.423340,  277.3,   6.73,EXAMPLE,,   19.37,  799.99,  -0.7,  -4.2,  -2.9,   3.1,,,,  40.407151,  -3.405983,    251.38,   2415.24,"LEMD-14L","!BRA124-22",climb,,,   0.00,  126.4,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3362.59,  0.02733,  0.5113,   11492.9, 6433.0,   5296.4,  0.0,  0.0,    -201.9,   11420.9,  0.0,  0.0,,,,   277.28,  0.23497,    -1.79,  3315.33,  3135.70,  0.00633,,,,
"CLB_BELOW-FL100",2016-07-28,04:10:57,  1469679057,    170.33,  -934.68,   7085.3,  283.2,   64580.6,   6.63,  100.620,    0.000,  0.993,   6653.8,  3104.69,  249.9, 0.425316,  279.0,   6.68,EXAMPLE,,   18.90,  792.18,  -0.9,  -3.6,  -2.3,   2.9,,,,  40.403259,  -3.399264,    251.68,   2415.01,"LEMD-14L","!BRA124-22",climb,,,   0.00,  126.5,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3362.25,  0.02734,  0.5115,   11420.9, 6397.0,   5287.6,  0.0,  0.0,    -201.3,   11349.3,  0.0,  0.0,,,,   279.04,  0.22553,    -1.78,  3310.37,  3104.69,  0.01158,,,,
"CLB_BELOW-FL100",2016-07-28,04:11:02,  1469679062,    175.33,  -934.29,   7360.3,  284.3,   64571.8,   6.61,  100.618,    0.000,  0.993,   6910.8,  3086.78,  249.9, 0.427295,  280.7,   6.65,EXAMPLE,,   18.29,  784.50,  -0.9,  -2.8,  -1.7,   2.4,,,,  40.399343,  -3.392506,    251.99,   2414.77,"LEMD-14L","!BRA124-22",climb,,,   0.00,  126.6,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3361.88,  0.02735,  0.5117,   11349.3, 6359.9,   5278.8,  0.0,  0.0,    -200.7,   11278.4,  0.0,  0.0,,,,   280.66,  0.21081,    -1.77,  3312.68,  3086.78,  0.00891,,,,
"CLB_BELOW-FL100",2016-07-28,04:11:07,  1469679067,    180.33,  -933.90,   7634.8,  285.2,   64563.0,   6.58,  100.617,    0.000,  0.993,   7166.3,  3079.33,  249.9, 0.429275,  282.2,   6.61,EXAMPLE,,   17.60,  776.93,  -0.7,  -2.0,  -1.2,   1.7,,,,  40.395404,  -3.385710,    252.30,   2414.53,"LEMD-14L","!BRA124-22",climb,,,   0.00,  126.7,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3361.56,  0.02736,  0.5119,   11278.4, 6322.0,   5270.0,  0.0,  0.0,    -200.0,   11208.0,  0.0,  0.0,,,,   282.18,  0.19890,    -1.76,  3310.37,  3079.33,  0.00342,,,,
"CLB_BELOW-FL100",2016-07-28,04:11:12,  1469679072,    185.33,  -933.50,   7907.9,  286.2,   64554.3,   6.54,  100.617,    0.000,  0.993,   7420.7,  3078.72,  249.9, 0.431260,  283.7,   6.55,EXAMPLE,,   16.87,  769.45,  -0.4,  -1.1,  -0.7,   1.0,,,,  40.391445,  -3.378879,    252.62,   2414.29,"LEMD-14L","!BRA124-22",climb,,,   0.00,  126.9,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3361.34,  0.02737,  0.5121,   11208.0, 6284.2,   5261.3,  0.0,  0.0,    -199.3,   11138.0,  0.0,  0.0,,,,   283.66,  0.19276,    -1.75,  3299.21,  3078.72, -0.00219,,,,
"CLB_BELOW-FL100",2016-07-28,04:11:17,  1469679077,    190.33,  -933.11,   8179.2,  287.2,   64545.7,   6.47,  100.618,    0.000,  0.994,   7674.6,  3079.71,  249.9, 0.433249,  285.1,   6.48,EXAMPLE,,   16.16,  762.04,  -0.2,  -0.4,  -0.2,   0.4,,,,  40.387463,  -3.372013,    252.93,   2414.05,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.0,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3361.21,  0.02738,  0.5124,   11138.0, 6246.8,   5252.7,  0.0,  0.0,    -198.5,   11068.4,  0.0,  0.0,,,,   285.15,  0.19252,    -1.74,  3279.17,  3079.71, -0.00611,,,,
"CLB_BELOW-FL100",2016-07-28,04:11:22,  1469679082,    195.33,  -932.71,   8448.3,  288.1,   64537.1,   6.40,  100.618,    0.000,  0.994,   7928.0,  3067.58,  249.9, 0.435246,  286.7,   6.39,EXAMPLE,,   15.49,  754.70,  -0.0,   0.4,   0.3,  -0.2,,,,  40.383461,  -3.365111,    253.24,   2413.81,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.1,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3361.15,  0.02739,  0.5126,   11068.4, 6210.0,   5244.1,  0.0,  0.0,    -197.7,   10999.3,  0.0,  0.0,,,,   286.67,  0.19638,    -1.72,  3252.93,  3067.58, -0.00438,,,,
"CLB_BELOW-FL100",2016-07-28,04:11:27,  1469679087,    200.33,  -932.31,   8715.7,  289.1,   64528.5,   6.33,  100.617,    0.000,  0.994,   8180.3,  3049.42,  249.9, 0.437246,  288.2,   6.31,EXAMPLE,,   14.82,  747.45,   0.1,   1.1,   0.8,  -0.7,,,,  40.379436,  -3.358174,    253.56,   2413.57,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.2,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3361.07,  0.02741,  0.5129,   10999.3, 6173.5,   5235.5,  0.0,  0.0,    -196.8,   10930.7,  0.0,  0.0,,,,   288.21,  0.19848,    -1.71,  3229.39,  3049.42, -0.00221,,,,
"CLB_BELOW-FL100",2016-07-28,04:11:32,  1469679092,    205.33,  -931.91,   8981.5,  290.1,   64520.0,   6.27,  100.614,    0.000,  0.994,   8431.2,  3025.92,  249.9, 0.439248,  289.8,   6.24,EXAMPLE,,   14.15,  740.30,   0.1,   1.8,   1.4,  -1.2,,,,  40.375389,  -3.351199,    253.88,   2413.33,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.3,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3360.98,  0.02742,  0.5131,   10930.7, 6137.2,   5227.0,  0.0,  0.0,    -196.0,   10862.7,  0.0,  0.0,,,,   289.78,  0.19839,    -1.70,  3209.17,  3025.92, -0.00005,,,,
"CLB_BELOW-FL100",2016-07-28,04:11:37,  1469679097,    210.33,  -931.51,   9246.0,  291.1,   64511.6,   6.22,  100.611,    0.000,  0.994,   8680.3,  3002.60,  249.9, 0.441250,  291.4,   6.17,EXAMPLE,,   13.45,  733.25,   0.1,   2.6,   2.0,  -1.7,,,,  40.371320,  -3.344187,    254.20,   2413.08,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.4,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3360.88,  0.02743,  0.5133,   10862.7, 6101.1,   5218.6,  0.0,  0.0,    -195.1,   10795.6,  0.0,  0.0,,,,   291.37,  0.19613,    -1.69,  3192.28,  3002.60,  0.00070,,,,
"CLB_BELOW-FL100",2016-07-28,04:11:42,  1469679102,    215.33,  -931.10,   9509.1,  292.1,   64503.2,   6.17,  100.607,    0.000,  0.994,   8927.6,  2984.53,  249.9, 0.443251,  293.0,   6.11,EXAMPLE,,   12.75,  726.31,   0.1,   3.4,   2.6,  -2.2,,,,  40.367228,  -3.337138,    254.52,   2412.84,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.5,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3360.78,  0.02744,  0.5135,   10795.6, 6065.2,   5210.2,  0.0,  0.0,    -194.2,   10729.3,  0.0,  0.0,,,,   292.97,  0.19318,    -1.68,  3176.50,  2984.53, -0.00041,,,,
"CLB_BELOW-FL100",2016-07-28,04:11:47,  1469679107,    220.33,  -930.69,   9770.7,  293.0,   64494.8,   6.11,  100.604,    0.000,  0.994,   9173.3,  2968.99,  249.9, 0.445251,  294.5,   6.05,EXAMPLE,,   12.04,  719.46,   0.2,   4.1,   3.2,  -2.6,,,,  40.363113,  -3.330051,    254.85,   2412.59,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.6,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3360.72,  0.02746,  0.5138,   10729.3, 6029.8,   5201.8,  0.0,  0.0,    -193.2,   10663.7,  0.0,  0.0,,,,   294.54,  0.19149,    -1.67,  3158.89,  2968.99, -0.00152,,,,
"CLB_BELOW-FL100",2016-07-28,04:11:52,  1469679112,    225.33,  -930.28,  10030.6,  294.0,   64486.5,   6.05,  100.601,    0.000,  0.994,   9417.8,  2955.93,  249.9, 0.447253,  296.1,   5.98,EXAMPLE,,   11.34,  712.70,   0.1,   4.8,   3.8,  -3.0,,,,  40.358977,  -3.322928,    255.17,   2412.34,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.6,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3360.69,  0.02747,  0.5140,   10663.7, 5994.8,   5193.5,  0.0,  0.0,    -192.3,   10598.8,  0.0,  0.0,,,,   296.06,  0.19105,    -1.67,  3139.46,  2955.93, -0.00262,,,,
"CLB_BELOW-FL100",2016-07-28,04:11:57,  1469679117,    230.33,  -929.87,  10288.7,  294.9,   64478.3,   5.99,  100.599,    0.000,  0.995,   9661.1,  2941.74,  249.9, 0.449257,  297.5,   5.91,EXAMPLE,,   10.65,  706.03,   0.1,   5.4,   4.2,  -3.4,,,,  40.354819,  -3.315770,    255.50,   2412.09,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.7,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3360.68,  0.02748,  0.5142,   10598.8, 5960.3,   5185.3,  0.0,  0.0,    -191.4,   10534.6,  0.0,  0.0,,,,   297.51,  0.19185,    -1.66,  3118.24,  2941.74, -0.00265,,,,
"CLB_BELOW-FL100",2016-07-28,04:12:02,  1469679122,    235.33,  -929.46,  10545.1,  295.9,   64470.1,   5.93,  100.597,    0.000,  0.995,   9903.1,  2925.72,  249.9, 0.451263,  298.9,   5.84,EXAMPLE,,    9.97,  699.44,   0.1,   5.9,   4.6,  -3.6,,,,  40.350641,  -3.308579,    255.83,   2411.84,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3360.70,  0.02749,  0.5145,   10534.6, 5926.2,   5177.1,  0.0,  0.0,    -190.4,   10471.0,  0.0,  0.0,,,,   298.89,  0.19277,    -1.65,  3096.96,  2925.72, -0.00200,,,,
        "CLB_ACC",2016-07-28,04:12:04,  1469679124,    237.34,  -929.29,  10639.1,  296.3,   64466.8,   5.91,  100.578,    0.000,  0.995,   9991.9,  2919.10,  249.9, 0.452052,  299.4,   5.82,EXAMPLE,,    9.73,  697.03,   0.1,   6.0,   4.7,  -3.7,,,,  40.348952,  -3.305674,    255.96,   2411.74,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3360.90,  0.02749,  0.5144,   10509.0, 5912.9,   5173.8,  0.0,  0.0,    -190.2,   10447.5,  0.0,  0.0,,,,   299.41,  0.19284,    -1.64,  3088.83,  2919.10, -0.00185,,,,
        "CLB_ACC",2016-07-28,04:12:05,  1469679125,    238.34,  -929.20,  10655.9,  297.8,   64465.2,   1.92,  100.137,    0.000,  0.999,  10007.8,   956.39,  251.1, 0.454362,  302.3,   1.89,EXAMPLE,,    9.68,  696.60,   0.1,   6.1,   4.8,  -3.7,,,,  40.348107,  -3.304219,    256.03,   2411.68,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3381.66,  0.02740,  0.5119,   10447.5, 5889.1,   5172.2,  0.0,  0.0,    -195.6,   10432.9,  0.0,  0.0,,,,   302.33,  1.49063,    -1.64,  1012.31,   956.39,  1.22058,,,,
        "CLB_ACC",2016-07-28,04:12:06,  1469679126,    239.34,  -929.12,  10672.7,  299.3,   64463.5,   1.92,  100.137,    0.000,  0.999,  10023.7,   958.07,  252.4, 0.456665,  303.8,   1.89,EXAMPLE,,    9.64,  696.18,   0.1,   6.1,   4.8,  -3.8,,,,  40.347258,  -3.302758,    256.10,   2411.63,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3390.70,  0.02721,  0.5071,   10432.9, 5891.3,   5170.5,  0.0,  0.0,    -201.2,   10418.4,  0.0,  0.0,,,,   303.83,  1.48567,    -1.64,  1014.03,   958.07,  1.21602,,,,
        "CLB_ACC",2016-07-28,04:12:07,  1469679127,    240.34,  -929.04,  10689.6,  300.7,   64461.9,   1.91,  100.137,    0.000,  0.999,  10039.7,   959.67,  253.6, 0.458960,  305.3,   1.88,EXAMPLE,,    9.59,  695.74,   0.1,   6.1,   4.8,  -3.8,,,,  40.346404,  -3.301289,    256.16,   2411.58,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3399.97,  0.02703,  0.5023,   10418.4, 5893.4,   5168.9,  0.0,  0.0,    -206.8,   10403.8,  0.0,  0.0,,,,   305.33,  1.48066,    -1.64,  1015.67,   959.67,  1.21142,,,,
        "CLB_ACC",2016-07-28,04:12:08,  1469679128,    241.34,  -928.95,  10706.5,  302.2,   64460.3,   1.90,  100.137,    0.000,  0.999,  10055.6,   961.18,  254.8, 0.461248,  306.8,   1.88,EXAMPLE,,    9.55,  695.31,   0.1,   6.1,   4.8,  -3.8,,,,  40.345546,  -3.299814,    256.23,   2411.53,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3409.45,  0.02686,  0.4977,   10403.8, 5895.5,   5167.3,  0.0,  0.0,    -212.5,   10389.3,  0.0,  0.0,,,,   306.83,  1.47560,    -1.64,  1017.22,   961.18,  1.20679,,,,
        "CLB_ACC",2016-07-28,04:12:09,  1469679129,    242.34,  -928.87,  10723.4,  303.7,   64458.6,   1.90,  100.138,    0.000,  0.999,  10071.6,   962.61,  256.0, 0.463530,  308.3,   1.87,EXAMPLE,,    9.51,  694.88,   0.1,   6.2,   4.8,  -3.8,,,,  40.344684,  -3.298331,    256.30,   2411.48,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3419.15,  0.02668,  0.4931,   10389.3, 5897.5,   5165.6,  0.0,  0.0,    -218.3,   10374.7,  0.0,  0.0,,,,   308.32,  1.47050,    -1.64,  1018.69,   962.61,  1.20212,,,,
        "CLB_ACC",2016-07-28,04:12:10,  1469679130,    243.34,  -928.78,  10740.3,  305.1,   64457.0,   1.89,  100.138,    0.000,  0.999,  10087.6,   963.97,  257.2, 0.465803,  309.8,   1.86,EXAMPLE,,    9.46,  694.45,   0.1,   6.2,   4.9,  -3.8,,,,  40.343818,  -3.296841,    256.37,   2411.43,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3429.05,  0.02652,  0.4886,   10374.7, 5899.5,   5164.0,  0.0,  0.0,    -224.2,   10360.1,  0.0,  0.0,,,,   309.80,  1.46535,    -1.64,  1020.07,   963.97,  1.19743,,,,
        "CLB_ACC",2016-07-28,04:12:11,  1469679131,    244.34,  -928.69,  10757.3,  306.6,   64455.4,   1.89,  100.138,    0.000,  0.999,  10103.6,   965.24,  258.4, 0.468070,  311.3,   1.86,EXAMPLE,,    9.42,  694.02,   0.1,   6.2,   4.9,  -3.8,,,,  40.342948,  -3.295343,    256.43,   2411.37,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3439.16,  0.02636,  0.4841,   10360.1, 5901.4,   5162.4,  0.0,  0.0,    -230.2,   10345.6,  0.0,  0.0,,,,   311.28,  1.46016,    -1.64,  1021.37,   965.24,  1.19270,,,,
        "CLB_ACC",2016-07-28,04:12:12,  1469679132,    245.34,  -928.61,  10774.2,  308.1,   64453.7,   1.88,  100.138,    0.000,  0.999,  10119.6,   966.43,  259.6, 0.470328,  312.8,   1.85,EXAMPLE,,    9.37,  693.59,   0.1,   6.2,   4.9,  -3.9,,,,  40.342073,  -3.293839,    256.50,   2411.32,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3449.46,  0.02620,  0.4798,   10345.6, 5903.2,   5160.7,  0.0,  0.0,    -236.2,   10331.0,  0.0,  0.0,,,,   312.76,  1.45493,    -1.64,  1022.59,   966.43,  1.18794,,,,
        "CLB_ACC",2016-07-28,04:12:13,  1469679133,    246.34,  -928.52,  10791.2,  309.5,   64452.1,   1.87,  100.138,    0.000,  0.999,  10135.7,   967.54,  260.7, 0.472580,  314.2,   1.84,EXAMPLE,,    9.33,  693.15,   0.1,   6.3,   4.9,  -3.9,,,,  40.341195,  -3.292328,    256.57,   2411.27,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3459.95,  0.02604,  0.4755,   10331.0, 5905.0,   5159.1,  0.0,  0.0,    -242.4,   10316.4,  0.0,  0.0,,,,   314.23,  1.44966,    -1.64,  1023.73,   967.54,  1.18316,,,,
        "CLB_ACC",2016-07-28,04:12:14,  1469679134,    247.34,  -928.43,  10808.2,  311.0,   64450.4,   1.86,  100.138,    0.000,  0.999,  10151.8,   968.58,  261.9, 0.474823,  315.7,   1.84,EXAMPLE,,    9.28,  692.72,   0.1,   6.3,   4.9,  -3.9,,,,  40.340312,  -3.290809,    256.64,   2411.22,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3470.63,  0.02589,  0.4713,   10316.4, 5906.8,   5157.4,  0.0,  0.0,    -248.6,   10301.9,  0.0,  0.0,,,,   315.69,  1.44435,    -1.64,  1024.79,   968.58,  1.17835,,,,
        "CLB_ACC",2016-07-28,04:12:15,  1469679135,    248.34,  -928.34,  10825.3,  312.4,   64448.8,   1.86,  100.138,    0.000,  0.999,  10167.9,   969.54,  263.1, 0.477059,  317.1,   1.83,EXAMPLE,,    9.24,  692.29,   0.1,   6.3,   4.9,  -3.9,,,,  40.339425,  -3.289284,    256.71,   2411.16,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3481.48,  0.02575,  0.4672,   10301.9, 5908.4,   5155.8,  0.0,  0.0,    -254.8,   10287.3,  0.0,  0.0,,,,   317.15,  1.43900,    -1.64,  1025.77,   969.54,  1.17352,,,,
        "CLB_ACC",2016-07-28,04:12:16,  1469679136,    249.34,  -928.26,  10842.3,  313.8,   64447.2,   1.85,  100.138,    0.000,  0.999,  10184.0,   970.42,  264.3, 0.479287,  318.6,   1.82,EXAMPLE,,    9.19,  691.86,   0.1,   6.3,   5.0,  -3.9,,,,  40.338534,  -3.287752,    256.78,   2411.11,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3492.51,  0.02561,  0.4631,   10287.3, 5910.1,   5154.2,  0.0,  0.0,    -261.2,   10272.7,  0.0,  0.0,,,,   318.60,  1.43362,    -1.64,  1026.67,   970.42,  1.16866,,,,
        "CLB_ACC",2016-07-28,04:12:17,  1469679137,    250.34,  -928.17,  10859.4,  315.3,   64445.5,   1.84,  100.138,    0.000,  0.999,  10200.1,   971.22,  265.4, 0.481508,  320.0,   1.82,EXAMPLE,,    9.15,  691.42,   0.1,   6.4,   5.0,  -3.9,,,,  40.337639,  -3.286212,    256.85,   2411.05,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3503.71,  0.02547,  0.4591,   10272.7, 5911.6,   5152.5,  0.0,  0.0,    -267.6,   10258.2,  0.0,  0.0,,,,   320.05,  1.42820,    -1.64,  1027.49,   971.22,  1.16378,,,,
        "CLB_ACC",2016-07-28,04:12:18,  1469679138,    251.34,  -928.08,  10876.4,  316.7,   64443.9,   1.84,  100.138,    0.000,  0.999,  10216.2,   971.95,  266.6, 0.483720,  321.5,   1.81,EXAMPLE,,    9.10,  690.99,   0.1,   6.4,   5.0,  -4.0,,,,  40.336740,  -3.284666,    256.92,   2411.00,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3515.08,  0.02533,  0.4552,   10258.2, 5913.2,   5150.9,  0.0,  0.0,    -274.1,   10243.6,  0.0,  0.0,,,,   321.49,  1.42275,    -1.64,  1028.24,   971.95,  1.15888,,,,
        "CLB_ACC",2016-07-28,04:12:19,  1469679139,    252.34,  -927.99,  10893.5,  318.1,   64442.2,   1.83,  100.138,    0.000,  0.999,  10232.4,   972.61,  267.7, 0.485925,  322.9,   1.80,EXAMPLE,,    9.06,  690.56,   0.1,   6.4,   5.0,  -4.0,,,,  40.335837,  -3.283113,    256.99,   2410.95,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3526.61,  0.02520,  0.4514,   10243.6, 5914.6,   5149.2,  0.0,  0.0,    -280.7,   10229.1,  0.0,  0.0,,,,   322.93,  1.41727,    -1.64,  1028.91,   972.61,  1.15395,,,,
        "CLB_ACC",2016-07-28,04:12:20,  1469679140,    253.34,  -927.90,  10910.6,  319.5,   64440.6,   1.82,  100.138,    0.000,  0.999,  10248.5,   973.19,  268.9, 0.488122,  324.4,   1.80,EXAMPLE,,    9.01,  690.12,   0.2,   6.4,   5.0,  -4.0,,,,  40.334929,  -3.281553,    257.07,   2410.89,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3538.29,  0.02507,  0.4476,   10229.1, 5916.0,   5147.6,  0.0,  0.0,    -287.3,   10214.6,  0.0,  0.0,,,,   324.36,  1.41175,    -1.64,  1029.50,   973.19,  1.14901,,,,
        "CLB_ACC",2016-07-28,04:12:21,  1469679141,    254.34,  -927.81,  10927.7,  320.9,   64439.0,   1.82,  100.138,    0.000,  0.999,  10264.7,   973.70,  270.0, 0.490310,  325.8,   1.79,EXAMPLE,,    8.97,  689.69,   0.2,   6.4,   5.1,  -4.0,,,,  40.334018,  -3.279986,    257.14,   2410.84,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3550.13,  0.02495,  0.4439,   10214.6, 5917.4,   5146.0,  0.0,  0.0,    -294.0,   10200.1,  0.0,  0.0,,,,   325.78,  1.40621,    -1.64,  1030.02,   973.70,  1.14405,,,,
        "CLB_ACC",2016-07-28,04:12:22,  1469679142,    255.34,  -927.72,  10944.8,  322.3,   64437.3,   1.81,  100.138,    0.000,  1.000,  10280.8,   974.13,  271.2, 0.492491,  327.2,   1.78,EXAMPLE,,    8.92,  689.26,   0.2,   6.5,   5.1,  -4.0,,,,  40.333103,  -3.278412,    257.21,   2410.78,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3562.11,  0.02483,  0.4402,   10200.1, 5918.7,   5144.3,  0.0,  0.0,    -300.7,   10185.6,  0.0,  0.0,,,,   327.20,  1.40064,    -1.64,  1030.46,   974.13,  1.13908,,,,
        "CLB_ACC",2016-07-28,04:12:23,  1469679143,    256.34,  -927.63,  10961.9,  323.7,   64435.7,   1.80,  100.138,    0.000,  1.000,  10297.0,   974.50,  272.3, 0.494664,  328.6,   1.77,EXAMPLE,,    8.88,  688.82,   0.2,   6.5,   5.1,  -4.0,,,,  40.332183,  -3.276832,    257.28,   2410.73,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3574.24,  0.02471,  0.4366,   10185.6, 5920.0,   5142.7,  0.0,  0.0,    -307.5,   10171.2,  0.0,  0.0,,,,   328.62,  1.39505,    -1.64,  1030.83,   974.50,  1.13409,,,,
