Phase,Day,UTC,posix[s],t[s],s[NM],h[ft],TAS[kt],mass[kg],FPA_a[º],THR[%],SB[%],nz[g],hp[ft],VS[ft/min],CAS[kt],mach[-],GS[kt],FPA_g[º],FlightID,reserved,Temp[ºC],Press[hPa],Wn[kt],We[kt],Ws[kt],Wx[kt],reserved,reserved,reserved,Lat[º],Lon[º],x[NM],y[NM],WP_prev,WP_next,Flight_Block,reserved,reserved,phi[º],heading[º],track[º],Radius[NM],reserved,reserved,reserved,gear,config,rating,packs,anti-ice,reserved,reserved,reserved,Drag[daN],CD[-],CL[-],Thrust[daN],FF[kg/h],FOB[kg],N1[%],N2[%],Tidle[daN],Tmax[daN],N1_idle[%],N1_max[%],reserved,reserved,reserved,sdot[kt],vdot[kt/s],mdot[kg/s],hdot[ft/min],hpdot[ft/min],vcasdot[kt/s],reserved,reserved,reserved,
        "CLB_ACC",2016-07-28,04:12:24,  1469679144,    257.34,  -927.53,  10979.0,  325.1,   64434.0,   1.79,  100.138,    0.000,  1.000,  10313.2,   974.79,  273.4, 0.496828,  330.0,   1.77,EXAMPLE,,    8.83,  688.39,   0.2,   6.5,   5.1,  -4.1,,,,  40.331260,  -3.275245,    257.35,   2410.67,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3586.51,  0.02459,  0.4331,   10171.2, 5921.2,   5141.0,  0.0,  0.0,    -314.4,   10156.7,  0.0,  0.0,,,,   330.02,  1.38943,    -1.64,  1031.13,   974.79,  1.12908,,,,
        "CLB_ACC",2016-07-28,04:12:25,  1469679145,    258.34,  -927.44,  10996.1,  326.5,   64432.4,   1.79,  100.138,    0.000,  1.000,  10329.4,   975.01,  274.6, 0.498984,  331.4,   1.76,EXAMPLE,,    8.79,  687.96,   0.2,   6.5,   5.1,  -4.1,,,,  40.330333,  -3.273651,    257.43,   2410.61,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3598.92,  0.02448,  0.4296,   10156.7, 5922.4,   5139.4,  0.0,  0.0,    -321.3,   10142.3,  0.0,  0.0,,,,   331.43,  1.38378,    -1.65,  1031.36,   975.01,  1.12406,,,,
        "CLB_ACC",2016-07-28,04:12:26,  1469679146,    259.34,  -927.35,  11013.2,  327.9,   64430.7,   1.78,  100.138,    0.000,  1.000,  10345.6,   975.16,  275.7, 0.501132,  332.8,   1.75,EXAMPLE,,    8.74,  687.52,   0.2,   6.6,   5.1,  -4.1,,,,  40.329402,  -3.272050,    257.50,   2410.56,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3611.46,  0.02437,  0.4262,   10142.3, 5923.6,   5137.7,  0.0,  0.0,    -328.3,   10127.9,  0.0,  0.0,,,,   332.82,  1.37811,    -1.65,  1031.51,   975.16,  1.11902,,,,
        "CLB_ACC",2016-07-28,04:12:27,  1469679147,    260.34,  -927.26,  11030.4,  329.2,   64429.1,   1.77,  100.137,    0.000,  1.000,  10361.8,   975.25,  276.8, 0.503272,  334.2,   1.75,EXAMPLE,,    8.70,  687.09,   0.2,   6.6,   5.2,  -4.1,,,,  40.328467,  -3.270443,    257.57,   2410.50,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3624.12,  0.02427,  0.4229,   10127.9, 5924.7,   5136.1,  0.0,  0.0,    -335.3,   10113.6,  0.0,  0.0,,,,   334.21,  1.37242,    -1.65,  1031.60,   975.25,  1.11398,,,,
        "CLB_ACC",2016-07-28,04:12:28,  1469679148,    261.34,  -927.16,  11047.5,  330.6,   64427.5,   1.77,  100.137,    0.000,  1.000,  10377.9,   975.27,  277.9, 0.505404,  335.6,   1.74,EXAMPLE,,    8.65,  686.66,   0.2,   6.6,   5.2,  -4.1,,,,  40.327528,  -3.268829,    257.65,   2410.45,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3636.92,  0.02416,  0.4195,   10113.6, 5925.7,   5134.5,  0.0,  0.0,    -342.4,   10099.2,  0.0,  0.0,,,,   335.60,  1.36671,    -1.65,  1031.61,   975.27,  1.10891,,,,
        "CLB_CAS",2016-07-28,04:12:28,  1469679148,    261.71,  -927.13,  11053.8,  331.1,   64426.9,   1.76,  100.137,    0.000,  1.000,  10383.9,   975.26,  278.3, 0.506181,  336.1,   1.74,EXAMPLE,,    8.63,  686.50,   0.2,   6.6,   5.2,  -4.1,,,,  40.327183,  -3.268236,    257.67,   2410.42,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3641.62,  0.02412,  0.4184,   10108.3, 5926.1,   5133.9,  0.0,  0.0,    -345.0,   10094.0,  0.0,  0.0,,,,   336.10,  1.36462,    -1.65,  1031.59,   975.26,  1.10706,,,,
        "CLB_CAS",2016-07-28,04:12:38,  1469679158,    271.71,  -926.20,  11559.6,  333.2,   64410.5,   5.23,  101.172,    0.000,  0.996,  10862.3,  2911.40,  278.3, 0.510643,  337.4,   5.15,EXAMPLE,,    7.27,  673.81,   0.2,   7.1,   5.6,  -4.5,,,,  40.317827,  -3.252161,    258.41,   2409.86,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.8,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3633.27,  0.02410,  0.4172,   10094.0, 5919.2,   5117.5,  0.0,  0.0,    -345.5,    9973.0,  0.0,  0.0,,,,   337.36,  0.21200,    -1.64,  3076.23,  2911.40, -0.00287,,,,
        "CLB_CAS",2016-07-28,04:12:48,  1469679168,    281.71,  -925.26,  12057.6,  335.3,   64394.4,   5.12,  101.159,    0.000,  0.996,  11334.1,  2875.63,  278.3, 0.515095,  339.7,   5.04,EXAMPLE,,    5.98,  661.49,   0.3,   7.4,   5.7,  -4.7,,,,  40.308330,  -3.235851,    259.16,   2409.29,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.9,  127.1,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3633.01,  0.02412,  0.4176,    9973.0, 5853.2,   5101.4,  0.0,  0.0,    -345.9,    9854.8,  0.0,  0.0,,,,   339.71,  0.21167,    -1.63,  3032.42,  2875.63, -0.00658,,,,
        "CLB_CAS",2016-07-28,04:12:58,  1469679178,    291.71,  -924.32,  12547.1,  337.5,   64378.4,   5.01,  101.145,    0.000,  0.996,  11798.6,  2830.23,  278.3, 0.519525,  341.9,   4.92,EXAMPLE,,    4.80,  649.54,   0.2,   7.3,   5.7,  -4.6,,,,  40.298556,  -3.219638,    259.90,   2408.70,"LEMD-14L","!BRA124-22",climb,,,   0.00,  127.5,  126.7,   1.50,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3632.85,  0.02415,  0.4180,    9854.8, 5789.8,   5085.4,  0.0,  0.0,    -346.1,    9739.4,  0.0,  0.0,,,,   341.90,  0.21532,    -1.61,  2982.46,  2830.23, -0.00773,,,,
        "CLB_CAS",2016-07-28,04:13:08,  1469679188,    301.71,  -923.36,  13028.4,  339.7,   64362.5,   4.89,  101.130,    0.000,  0.996,  12254.9,  2775.52,  278.3, 0.523924,  345.3,   4.79,EXAMPLE,,    3.76,  637.97,   0.1,   6.8,   6.8,  -0.2,,,,  40.293594,  -3.200250,    260.79,   2408.40,"LEMD-14L","!BRA124-22",climb,,,   0.00,   90.3,   90.3,   1.50,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3632.78,  0.02417,  0.4185,    9739.4, 5729.1,   5069.5,  0.0,  0.0,    -346.2,    9626.7,  0.0,  0.0,,,,   345.27,  0.22015,    -1.59,  2931.27,  2775.52, -0.00725,,,,
        "CLB_CAS",2016-07-28,04:13:18,  1469679198,    311.71,  -922.40,  13501.7,  342.0,   64346.9,   4.77,  101.116,    0.000,  0.997,  12702.8,  2729.24,  278.3, 0.528288,  345.4,   4.71,EXAMPLE,,    2.83,  626.77,  -0.1,   5.8,   4.6,   3.5,,,,  40.298471,  -3.180718,    261.69,   2408.69,"LEMD-14L","!BRA124-22",climb,,,   0.00,   53.0,   53.6,   1.50,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3632.78,  0.02420,  0.4189,    9626.7, 5670.9,   5053.9,  0.0,  0.0,    -346.1,    9516.7,  0.0,  0.0,,,,   345.43,  0.22438,    -1.58,  2882.01,  2729.24, -0.00636,,,,
        "CLB_CAS",2016-07-28,04:13:28,  1469679208,    321.71,  -921.44,  13967.4,  344.3,   64331.4,   4.66,  101.109,    0.000,  0.997,  13145.1,  2703.04,  278.3, 0.532640,  344.2,   4.65,EXAMPLE,,    1.97,  615.87,  -0.3,   4.7,   1.1,   4.6,,,,  40.311284,  -3.168854,    262.23,   2409.46,"LEMD-14L","!BRA124-22",climb,,,   0.00,   16.3,   17.0,   1.50,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3632.83,  0.02423,  0.4193,    9516.7, 5614.7,   5038.4,  0.0,  0.0,    -346.0,    9408.5,  0.0,  0.0,,,,   344.16,  0.22754,    -1.56,  2835.40,  2703.04, -0.00525,,,,
        "CLB_CAS",2016-07-28,04:13:38,  1469679218,    331.71,  -920.49,  14426.2,  346.6,   64316.0,   4.56,  101.109,    0.000,  0.997,  13583.9,  2672.98,  278.3, 0.537000,  344.5,   4.58,EXAMPLE,,    1.13,  605.21,  -0.6,   3.6,  -1.0,   3.5,,,,  40.327108,  -3.168475,    262.25,   2410.41,"!BRA124-22",  "RBO",climb,,,   0.00,  353.0,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3632.94,  0.02426,  0.4198,    9408.5, 5559.7,   5023.0,  0.0,  0.0,    -345.7,    9301.5,  0.0,  0.0,,,,   344.45,  0.22931,    -1.54,  2791.51,  2672.98, -0.00412,,,,
        "CLB_CAS",2016-07-28,04:13:48,  1469679228,    341.71,  -919.53,  14878.3,  348.8,   64300.8,   4.46,  101.100,    0.000,  0.997,  14015.4,  2608.93,  278.3, 0.541328,  346.6,   4.48,EXAMPLE,,    0.34,  594.87,  -0.9,   2.6,  -1.1,   2.5,,,,  40.343019,  -3.170808,    262.15,   2411.36,"!BRA124-22",  "RBO",climb,,,   0.00,  353.2,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3633.10,  0.02429,  0.4202,    9301.5, 5505.5,   5007.8,  0.0,  0.0,    -345.4,    9196.6,  0.0,  0.0,,,,   346.64,  0.22967,    -1.53,  2750.02,  2608.93, -0.00277,,,,
        "CLB_CAS",2016-07-28,04:13:58,  1469679238,    351.71,  -918.56,  15324.3,  351.1,   64285.8,   4.37,  101.080,    0.000,  0.997,  14435.0,  2537.61,  278.3, 0.545584,  348.8,   4.39,EXAMPLE,,   -0.39,  584.96,  -1.1,   1.6,  -1.3,   1.5,,,,  40.359030,  -3.173157,    262.04,   2412.32,"!BRA124-22",  "RBO",climb,,,   0.00,  353.4,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3633.34,  0.02431,  0.4207,    9196.6, 5452.8,   4992.8,  0.0,  0.0,    -344.9,    9094.6,  0.0,  0.0,,,,   348.79,  0.22842,    -1.51,  2711.70,  2537.61, -0.00262,,,,
        "CLB_CAS",2016-07-28,04:14:08,  1469679248,    361.71,  -917.59,  15763.6,  353.4,   64270.9,   4.29,  101.070,    0.000,  0.997,  14847.0,  2522.58,  278.3, 0.549803,  350.9,   4.30,EXAMPLE,,   -1.07,  575.35,  -1.4,   0.5,  -1.5,   0.4,,,,  40.375140,  -3.175521,    261.93,   2413.29,"!BRA124-22",  "RBO",climb,,,   0.00,  353.5,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3633.66,  0.02434,  0.4211,    9094.6, 5402.0,   4977.9,  0.0,  0.0,    -344.4,    8994.7,  0.0,  0.0,,,,   350.95,  0.22692,    -1.50,  2674.77,  2522.58, -0.00604,,,,
        "CLB_CAS",2016-07-28,04:14:18,  1469679258,    371.71,  -916.61,  16195.4,  355.7,   64256.1,   4.19,  101.081,    0.000,  0.997,  15259.3,  2544.29,  278.3, 0.554059,  353.2,   4.21,EXAMPLE,,   -1.72,  565.87,  -1.6,  -0.6,  -1.6,  -0.8,,,,  40.391350,  -3.177902,    261.83,   2414.26,"!BRA124-22",  "RBO",climb,,,   0.00,  353.7,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3634.03,  0.02438,  0.4216,    8994.7, 5352.5,   4963.1,  0.0,  0.0,    -343.7,    8894.8,  0.0,  0.0,,,,   353.19,  0.22894,    -1.49,  2631.82,  2544.29, -0.00845,,,,
        "CLB_CAS",2016-07-28,04:14:28,  1469679268,    381.71,  -915.63,  16620.3,  358.0,   64241.5,   4.09,  101.092,    0.000,  0.997,  15671.6,  2504.05,  278.3, 0.558346,  355.4,   4.11,EXAMPLE,,   -2.38,  556.52,  -1.9,  -1.6,  -1.7,  -1.8,,,,  40.407664,  -3.180299,    261.72,   2415.24,"!BRA124-22",  "RBO",climb,,,   0.00,  353.9,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3634.45,  0.02441,  0.4220,    8894.8, 5302.9,   4948.5,  0.0,  0.0,    -342.9,    8795.0,  0.0,  0.0,,,,   355.42,  0.23331,    -1.47,  2583.61,  2504.05, -0.00170,,,,
        "CLB_CAS",2016-07-28,04:14:38,  1469679278,    391.71,  -914.64,  17040.8,  360.3,   64227.0,   4.00,  101.079,    0.000,  0.998,  16074.6,  2402.52,  278.3, 0.562577,  357.4,   4.03,EXAMPLE,,   -3.09,  547.49,  -2.3,  -2.3,  -2.0,  -2.6,,,,  40.424076,  -3.182712,    261.61,   2416.22,"!BRA124-22",  "RBO",climb,,,   0.00,  354.0,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3634.89,  0.02444,  0.4225,    8795.0, 5252.5,   4934.0,  0.0,  0.0,    -342.0,    8697.5,  0.0,  0.0,,,,   357.40,  0.23051,    -1.46,  2547.78,  2402.52,  0.00679,,,,
        "CLB_CAS",2016-07-28,04:14:48,  1469679288,    401.71,  -913.64,  17458.0,  362.4,   64212.6,   3.95,  101.050,    0.000,  0.998,  16462.6,  2331.16,  278.3, 0.566719,  359.0,   3.98,EXAMPLE,,   -3.85,  538.92,  -2.8,  -2.5,  -2.5,  -2.8,,,,  40.440569,  -3.185137,    261.50,   2417.21,"!BRA124-22",  "RBO",climb,,,   0.00,  354.0,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3635.48,  0.02447,  0.4229,    8697.5, 5202.4,   4919.6,  0.0,  0.0,    -341.2,    8603.6,  0.0,  0.0,,,,   358.99,  0.21882,    -1.45,  2528.92,  2331.16,  0.00519,,,,
        "CLB_CAS",2016-07-28,04:14:58,  1469679298,    411.71,  -912.64,  17870.3,  364.5,   64198.4,   3.90,  101.041,    0.000,  0.998,  16843.3,  2331.54,  278.3, 0.570819,  360.4,   3.93,EXAMPLE,,   -4.64,  530.61,  -3.5,  -2.4,  -3.2,  -2.8,,,,  40.457130,  -3.187574,    261.39,   2418.20,"!BRA124-22",  "RBO",climb,,,   0.00,  354.0,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3636.15,  0.02451,  0.4233,    8603.6, 5153.8,   4905.4,  0.0,  0.0,    -340.3,    8511.5,  0.0,  0.0,,,,   360.41,  0.20905,    -1.43,  2507.60,  2331.54, -0.00352,,,,
        "CLB_CAS",2016-07-28,04:15:08,  1469679308,    421.71,  -911.64,  18275.1,  366.6,   64184.3,   3.81,  101.053,    0.000,  0.998,  17225.2,  2359.10,  278.3, 0.574954,  361.9,   3.85,EXAMPLE,,   -5.41,  522.38,  -4.2,  -2.4,  -3.9,  -2.9,,,,  40.473758,  -3.190022,    261.28,   2419.20,"!BRA124-22",  "RBO",climb,,,   0.00,  354.1,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3636.88,  0.02454,  0.4238,    8511.5, 5106.4,   4891.3,  0.0,  0.0,    -339.2,    8419.2,  0.0,  0.0,,,,   361.90,  0.20877,    -1.42,  2468.57,  2359.10, -0.00891,,,,
        "CLB_CAS",2016-07-28,04:15:18,  1469679318,    431.71,  -910.63,  18672.2,  368.7,   64170.3,   3.71,  101.064,    0.000,  0.998,  17607.1,  2331.55,  278.3, 0.579123,  363.5,   3.76,EXAMPLE,,   -6.16,  514.25,  -4.8,  -2.5,  -4.5,  -3.0,,,,  40.490457,  -3.192482,    261.17,   2420.20,"!BRA124-22",  "RBO",climb,,,   0.00,  354.1,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3637.70,  0.02458,  0.4243,    8419.2, 5059.1,   4877.3,  0.0,  0.0,    -338.0,    8327.1,  0.0,  0.0,,,,   363.50,  0.21415,    -1.41,  2417.83,  2331.55, -0.00447,,,,
        "CLB_CAS",2016-07-28,04:15:28,  1469679328,    441.71,  -909.62,  19063.3,  370.9,   64156.5,   3.63,  101.056,    0.000,  0.998,  17982.7,  2265.77,  278.3, 0.583262,  365.1,   3.68,EXAMPLE,,   -6.90,  506.36,  -5.3,  -2.5,  -5.0,  -3.1,,,,  40.507231,  -3.194954,    261.06,   2421.21,"!BRA124-22",  "RBO",climb,,,   0.00,  354.1,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3638.57,  0.02461,  0.4247,    8327.1, 5011.6,   4863.5,  0.0,  0.0,    -336.8,    8236.5,  0.0,  0.0,,,,   365.13,  0.21468,    -1.39,  2375.80,  2265.77,  0.00041,,,,
        "CLB_CAS",2016-07-28,04:15:38,  1469679338,    451.71,  -908.60,  19449.4,  372.9,   64142.8,   3.56,  101.037,    0.000,  0.998,  18348.0,  2203.25,  278.3, 0.587335,  366.8,   3.61,EXAMPLE,,   -7.63,  498.78,  -5.8,  -2.4,  -5.5,  -3.1,,,,  40.524080,  -3.197438,    260.95,   2422.22,"!BRA124-22",  "RBO",climb,,,   0.00,  354.1,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3639.49,  0.02465,  0.4252,    8236.5, 4964.6,   4849.8,  0.0,  0.0,    -335.5,    8148.6,  0.0,  0.0,,,,   366.75,  0.21001,    -1.38,  2344.01,  2203.25,  0.00127,,,,
        "CLB_CAS",2016-07-28,04:15:48,  1469679348,    461.71,  -907.58,  19830.4,  375.0,   64129.2,   3.49,  101.020,    0.000,  0.998,  18704.5,  2157.41,  278.3, 0.591343,  368.4,   3.55,EXAMPLE,,   -8.37,  491.47,  -6.2,  -2.3,  -5.9,  -2.9,,,,  40.541003,  -3.199934,    260.84,   2423.23,"!BRA124-22",  "RBO",climb,,,   0.00,  354.0,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3640.46,  0.02468,  0.4256,    8148.6, 4918.9,   4836.2,  0.0,  0.0,    -334.2,    8062.9,  0.0,  0.0,,,,   368.36,  0.20456,    -1.37,  2314.51,  2157.41, -0.00003,,,,
        "CLB_CAS",2016-07-28,04:15:58,  1469679358,    471.71,  -906.56,  20205.9,  377.0,   64115.8,   3.43,  101.008,    0.000,  0.998,  19054.1,  2125.10,  278.3, 0.595309,  370.0,   3.49,EXAMPLE,,   -9.10,  484.39,  -6.6,  -2.0,  -6.3,  -2.7,,,,  40.558000,  -3.202443,    260.72,   2424.25,"!BRA124-22",  "RBO",climb,,,   0.00,  354.0,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3641.48,  0.02472,  0.4260,    8062.9, 4874.2,   4822.8,  0.0,  0.0,    -332.8,    7979.2,  0.0,  0.0,,,,   369.98,  0.20062,    -1.35,  2282.66,  2125.10, -0.00154,,,,
        "CLB_CAS",2016-07-28,04:16:08,  1469679368,    481.71,  -905.53,  20575.3,  378.9,   64102.4,   3.36,  101.003,    0.000,  0.998,  19399.3,  2113.00,  278.3, 0.599259,  371.6,   3.42,EXAMPLE,,   -9.81,  477.47,  -6.9,  -1.8,  -6.7,  -2.5,,,,  40.575071,  -3.204964,    260.61,   2425.27,"!BRA124-22",  "RBO",climb,,,   0.00,  354.0,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3642.57,  0.02475,  0.4265,    7979.2, 4830.5,   4809.4,  0.0,  0.0,    -331.3,    7896.7,  0.0,  0.0,,,,   371.61,  0.19838,    -1.34,  2247.95,  2113.00, -0.00396,,,,
        "CLB_CAS",2016-07-28,04:16:18,  1469679378,    491.71,  -904.49,  20937.7,  380.9,   64089.2,   3.28,  101.006,    0.000,  0.998,  19743.1,  2118.74,  278.3, 0.603226,  373.3,   3.34,EXAMPLE,,  -10.51,  470.67,  -7.3,  -1.5,  -7.1,  -2.3,,,,  40.592218,  -3.207497,    260.50,   2426.30,"!BRA124-22",  "RBO",climb,,,   0.00,  353.9,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3643.73,  0.02479,  0.4269,    7896.7, 4787.7,   4796.2,  0.0,  0.0,    -329.8,    7814.8,  0.0,  0.0,,,,   373.27,  0.19874,    -1.33,  2208.29,  2118.74, -0.00644,,,,
        "CLB_CAS",2016-07-28,04:16:28,  1469679388,    501.71,  -903.45,  21292.6,  383.0,   64076.1,   3.20,  101.014,    0.000,  0.998,  20087.5,  2116.13,  278.3, 0.607219,  374.9,   3.26,EXAMPLE,,  -11.19,  463.93,  -7.6,  -1.2,  -7.4,  -2.0,,,,  40.609441,  -3.210043,    260.38,   2427.33,"!BRA124-22",  "RBO",climb,,,   0.00,  353.9,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3644.89,  0.02483,  0.4274,    7814.8, 4745.4,   4783.1,  0.0,  0.0,    -328.1,    7733.1,  0.0,  0.0,,,,   374.94,  0.20170,    -1.32,  2163.31,  2116.13, -0.00609,,,,
        "CLB_CAS",2016-07-28,04:16:38,  1469679398,    511.71,  -902.41,  21641.2,  385.0,   64063.1,   3.12,  101.010,    0.000,  0.999,  20428.7,  2066.76,  278.3, 0.611205,  376.6,   3.18,EXAMPLE,,  -11.85,  457.33,  -8.0,  -0.9,  -7.8,  -1.7,,,,  40.626741,  -3.212602,    260.27,   2428.37,"!BRA124-22",  "RBO",climb,,,   0.00,  353.9,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3646.09,  0.02487,  0.4279,    7733.1, 4703.0,   4770.1,  0.0,  0.0,    -326.3,    7652.5,  0.0,  0.0,,,,   376.61,  0.20409,    -1.31,  2118.91,  2066.76, -0.00076,,,,
        "CLB_CAS",2016-07-28,04:16:48,  1469679408,    521.71,  -901.36,  21985.5,  387.0,   64050.3,   3.05,  100.989,    0.000,  0.999,  20760.9,  1983.01,  278.3, 0.615118,  378.3,   3.12,EXAMPLE,,  -12.53,  450.98,  -8.3,  -0.6,  -8.2,  -1.5,,,,  40.644118,  -3.215173,    260.15,   2429.41,"!BRA124-22",  "RBO",climb,,,   0.00,  353.8,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3647.27,  0.02491,  0.4283,    7652.5, 4660.8,   4757.3,  0.0,  0.0,    -324.5,    7574.4,  0.0,  0.0,,,,   378.25,  0.20064,    -1.29,  2086.31,  1983.01,  0.00462,,,,
        "CLB_CAS",2016-07-28,04:16:58,  1469679418,    531.71,  -900.31,  22326.9,  388.8,   64037.5,   3.01,  100.955,    0.000,  0.999,  21080.0,  1904.81,  278.3, 0.618922,  379.9,   3.07,EXAMPLE,,  -13.24,  444.95,  -8.5,  -0.4,  -8.4,  -1.3,,,,  40.661570,  -3.217757,    260.04,   2430.46,"!BRA124-22",  "RBO",climb,,,   0.00,  353.8,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3648.48,  0.02494,  0.4287,    7574.4, 4619.2,   4744.5,  0.0,  0.0,    -322.7,    7499.7,  0.0,  0.0,,,,   379.85,  0.19138,    -1.28,  2066.26,  1904.81,  0.00556,,,,
        "CLB_CAS",2016-07-28,04:17:08,  1469679428,    541.71,  -899.25,  22664.7,  390.6,   64024.9,   2.97,  100.929,    0.000,  0.999,  21389.2,  1868.50,  278.3, 0.622637,  381.4,   3.04,EXAMPLE,,  -13.96,  439.16,  -8.8,  -0.2,  -8.7,  -1.2,,,,  40.679093,  -3.220353,    259.92,   2431.51,"!BRA124-22",  "RBO",climb,,,   0.00,  353.8,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3649.69,  0.02498,  0.4291,    7499.7, 4579.2,   4731.9,  0.0,  0.0,    -320.9,    7427.7,  0.0,  0.0,,,,   381.40,  0.18129,    -1.27,  2049.39,  1868.50,  0.00121,,,,
        "CLB_CAS",2016-07-28,04:17:18,  1469679438,    551.71,  -898.19,  22997.4,  392.4,   64012.3,   2.92,  100.918,    0.000,  0.999,  21693.4,  1862.04,  278.3, 0.626320,  382.9,   2.99,EXAMPLE,,  -14.68,  433.53,  -9.0,  -0.1,  -8.9,  -1.1,,,,  40.696687,  -3.222960,    259.81,   2432.57,"!BRA124-22",  "RBO",climb,,,   0.00,  353.8,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3650.94,  0.02502,  0.4296,    7427.7, 4540.6,   4719.3,  0.0,  0.0,    -319.1,    7357.2,  0.0,  0.0,,,,   382.94,  0.17622,    -1.26,  2023.29,  1862.04, -0.00319,,,,
        "CLB_CAS",2016-07-28,04:17:28,  1469679448,    561.71,  -897.12,  23323.8,  394.2,   63999.9,   2.85,  100.918,    0.000,  0.999,  21996.7,  1864.57,  278.3, 0.630009,  384.5,   2.92,EXAMPLE,,  -15.39,  427.98,  -9.2,   0.1,  -9.2,  -1.0,,,,  40.714352,  -3.225580,    259.69,   2433.62,"!BRA124-22",  "RBO",climb,,,   0.00,  353.7,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3652.21,  0.02505,  0.4300,    7357.2, 4503.0,   4706.9,  0.0,  0.0,    -317.2,    7287.4,  0.0,  0.0,,,,   384.48,  0.17616,    -1.25,  1987.43,  1864.57, -0.00533,,,,
        "CLB_CAS",2016-07-28,04:17:38,  1469679458,    571.71,  -896.05,  23643.4,  395.9,   63987.6,   2.78,  100.919,    0.000,  0.999,  22299.4,  1860.67,  278.3, 0.633719,  386.0,   2.85,EXAMPLE,,  -16.07,  422.49,  -9.5,   0.2,  -9.4,  -0.8,,,,  40.732087,  -3.228211,    259.57,   2434.69,"!BRA124-22",  "RBO",climb,,,   0.00,  353.7,  353.6,   0.00,,,,  "UP","CLEAN","MCLB","OFF","OFF",,,,   3653.52,  0.02509,  0.4304,    7287.4, 4465.9,   4694.6,  0.0,  0.0,    -315.1,    7218.2,  0.0,  0.0,,,,   386.03,  0.17840,    -1.24,  1946.80,  1860.67, -0.00519,,,,
